city,lat,lng,country,iso2,admin_name,capital,population,population_proper,district
Colombo,6.93548,79.84868,Sri Lanka,LK,Western,primary,648034,648034,Colombo
Dehiwala-Mount Lavinia,6.84019,79.87116,Sri Lanka,LK,Western,,219827,219827,Colombo
Maharagama,6.848,79.9265,Sri Lanka,LK,Western,,195355,195355,Colombo
Moratuwa,6.773,79.8816,Sri Lanka,LK,Western,,168280,168280,Colombo
Negombo,7.2083,79.8358,Sri Lanka,LK,Western,,137223,137223,Gampaha
Pita Kotte,6.8905,79.9015,Sri Lanka,LK,Western,,118179,118179,Colombo
Sri Jayewardenepura Kotte,6.88297,79.90708,Sri Lanka,LK,Western,primary,115826,115826,Colombo
Battaramulla South,6.8964,79.9181,Sri Lanka,LK,Western,,75633,75633,Colombo
Kolonnawa,6.9329,79.8848,Sri Lanka,LK,Western,,64887,64887,Colombo
Kotikawatta,6.9269,79.9095,Sri Lanka,LK,Western,,64565,64565,Colombo
Hendala,6.9909,79.883,Sri Lanka,LK,Western,,56978,56978,Gampaha
Welisara,7.0281,79.9014,Sri Lanka,LK,Western,,41306,41306,Gampaha
Homagama,6.844,80.0024,Sri Lanka,LK,Western,,34664,34664,Colombo
Mulleriyawa,6.933,79.9297,Sri Lanka,LK,Western,,33540,33540,Colombo
Kandana,7.048,79.8937,Sri Lanka,LK,Western,,33424,33424,Gampaha
Ja Ela,7.0744,79.8919,Sri Lanka,LK,Western,,32175,32175,Gampaha
Wattala,6.98918,79.89167,Sri Lanka,LK,Western,,30725,30725,Gampaha
Kelaniya,6.9553,79.922,Sri Lanka,LK,Western,,28846,28846,Gampaha
Peliyagoda,6.9685,79.8836,Sri Lanka,LK,Western,,28784,28784,Gampaha
Hanwella Ihala,6.9012,80.0852,Sri Lanka,LK,Western,,22918,22918,Colombo
Gampaha,7.0897,79.9925,Sri Lanka,LK,Western,,9350,9350,Gampaha
Minuwangoda,7.1663,79.9533,Sri Lanka,LK,Western,,7772,7772,Gampaha
Mawalgama,6.9153,80.1302,Sri Lanka,LK,Western,,2033,2033,Colombo
Adikkandiya,7.2522,79.8695,Sri Lanka,LK,Western,,,,Gampaha
Adupe,7.2601,80.1522,Sri Lanka,LK,Western,,,,Gampaha
Agalegedara,7.27319,80.03297,Sri Lanka,LK,Western,,,,Gampaha
Aggona,6.9181,79.9242,Sri Lanka,LK,Western,,,,Colombo
Ahugammana,7,80.03333,Sri Lanka,LK,Western,,,,Gampaha
Akaragama,7.2666,79.9652,Sri Lanka,LK,Western,,,,Gampaha
Akarangaha,7.2781,79.9905,Sri Lanka,LK,Western,,,,Gampaha
Akarawita,7.0887,79.9844,Sri Lanka,LK,Western,,,,Gampaha
Akarawita,6.9459,80.1114,Sri Lanka,LK,Western,,,,Colombo
Akkarudahaya,7.109,79.8964,Sri Lanka,LK,Western,,,,Gampaha
Akureliya,7.0993,80.0436,Sri Lanka,LK,Western,,,,Gampaha
Akurugoda,6.8923,79.9412,Sri Lanka,LK,Western,,,,Colombo
Akurumulla,6.9923,80.0198,Sri Lanka,LK,Western,,,,Gampaha
Alawala,7.1202,80.1815,Sri Lanka,LK,Western,,,,Gampaha
Alawatupitiya,7.1166,79.8815,Sri Lanka,LK,Western,,,,Gampaha
Alubodala,6.9412,80.1406,Sri Lanka,LK,Western,,,,Colombo
Alubowila,6.9853,80.0202,Sri Lanka,LK,Western,,,,Gampaha
Alugolla,7.3102,80.0167,Sri Lanka,LK,Western,,,,Gampaha
Alutepola,7.2075,79.9611,Sri Lanka,LK,Western,,,,Gampaha
Alutgama Bogomuwa,7.11667,80.05,Sri Lanka,LK,Western,,,,Gampaha
Alutgamapituwalgoda,7.0747,80.0417,Sri Lanka,LK,Western,,,,Gampaha
Alutgangoda,7.1022,80.0067,Sri Lanka,LK,Western,,,,Gampaha
Aluth Ambalama,6.9348,80.1504,Sri Lanka,LK,Western,,,,Colombo
Aluwana,6.996,80.1281,Sri Lanka,LK,Western,,,,Gampaha
Alwis Town,6.9902,79.8765,Sri Lanka,LK,Western,,,,Gampaha
Amandoluwa,7.1443,79.8842,Sri Lanka,LK,Western,,,,Gampaha
Ambagahawatta,7.1648,79.9336,Sri Lanka,LK,Western,,,,Gampaha
Ambagaspitiya,7.0821,80.0616,Sri Lanka,LK,Western,,,,Gampaha
Ambalama,7.2456,79.9482,Sri Lanka,LK,Western,,,,Gampaha
Ambalangoda,6.7796,79.966,Sri Lanka,LK,Western,,,,Colombo
Ambalanmulla,7.1145,79.8769,Sri Lanka,LK,Western,,,,Gampaha
Ambalanwatta,7.1968,80.0971,Sri Lanka,LK,Western,,,,Gampaha
Ambalayaya,7.2689,79.9235,Sri Lanka,LK,Western,,,,Gampaha
Ambana,7.2348,80.1233,Sri Lanka,LK,Western,,,,Gampaha
Ambanwita,7.0903,79.9589,Sri Lanka,LK,Western,,,,Gampaha
Ambatale,6.9368,79.9349,Sri Lanka,LK,Western,,,,Colombo
Ambepussa,7.2507,80.1723,Sri Lanka,LK,Western,,,,Gampaha
Ambulgama,6.9091,80.049,Sri Lanka,LK,Western,,,,Colombo
Amunugoda,7.0426,79.9762,Sri Lanka,LK,Western,,,,Gampaha
Amunukumbura,7.0451,80.067,Sri Lanka,LK,Western,,,,Gampaha
Andiambalam Walpola,7.18333,79.91667,Sri Lanka,LK,Western,,,,Gampaha
Andiambalama,7.1818,79.9001,Sri Lanka,LK,Western,,,,Gampaha
Andimulla,7.2676,79.9156,Sri Lanka,LK,Western,,,,Gampaha
Angampitiya,6.8522,80.1069,Sri Lanka,LK,Western,,,,Colombo
Angoda,6.9293,79.9218,Sri Lanka,LK,Western,,,,Colombo
Angomuwa,6.8257,80.1015,Sri Lanka,LK,Western,,,,Colombo
Angulana,6.7993,79.872,Sri Lanka,LK,Western,,,,Colombo
Angurukaramulla,7.2066,79.8583,Sri Lanka,LK,Western,,,,Gampaha
Aniakanda,7.0418,79.8962,Sri Lanka,LK,Western,,,,Gampaha
Anuragoda,7.0048,80.103,Sri Lanka,LK,Western,,,,Gampaha
Aradanakanda,6.9477,80.2135,Sri Lanka,LK,Western,,,,Colombo
Aramangoda,7.0324,80.06,Sri Lanka,LK,Western,,,,Gampaha
Arambe,7.1562,79.898,Sri Lanka,LK,Western,,,,Gampaha
Arambegodella,7.0993,80.0351,Sri Lanka,LK,Western,,,,Gampaha
Arangala,6.8936,79.963,Sri Lanka,LK,Western,,,,Colombo
Arangala Kanda,7.2404,80.186,Sri Lanka,LK,Western,,,,Gampaha
Arapangama,6.9313,80.1249,Sri Lanka,LK,Western,,,,Colombo
Arukgoda,7.216,80.1569,Sri Lanka,LK,Western,,,,Gampaha
Arukwatta North,6.8435,80.1036,Sri Lanka,LK,Western,,,,Colombo
Arukwatta South,6.8386,80.1067,Sri Lanka,LK,Western,,,,Colombo
Arupassa,7.0915,80.1242,Sri Lanka,LK,Western,,,,Gampaha
Asgiriwalpola,7.1094,79.9738,Sri Lanka,LK,Western,,,,Gampaha
Asgiriya,7.0997,79.9822,Sri Lanka,LK,Western,,,,Gampaha
Assennawatta,7.1982,79.9881,Sri Lanka,LK,Western,,,,Gampaha
Atgalgoda,6.9292,79.9057,Sri Lanka,LK,Western,,,,Colombo
Athurugiriya,6.8687,79.9998,Sri Lanka,LK,Western,,,,Colombo
Atigala,6.8887,80.0558,Sri Lanka,LK,Western,,,,Colombo
Attanagalla,7.1152,80.1341,Sri Lanka,LK,Western,,,,Gampaha
Attidiya,6.8353,79.8822,Sri Lanka,LK,Western,,,,Colombo
Avariyawatta,6.9796,79.8896,Sri Lanka,LK,Western,,,,Gampaha
Avissawella,6.953,80.2075,Sri Lanka,LK,Western,,,,Colombo
Badahelawatta,6.9625,79.878,Sri Lanka,LK,Western,,,,Colombo
Badalgama,7.2976,79.9844,Sri Lanka,LK,Western,,,,Gampaha
Baduwatugoda,7.11667,80.01667,Sri Lanka,LK,Western,,,,Gampaha
Bajjangoda,7.2745,80.1688,Sri Lanka,LK,Western,,,,Gampaha
Balabowa,7.1505,80.0097,Sri Lanka,LK,Western,,,,Gampaha
Balagalla,7.2317,80.0241,Sri Lanka,LK,Western,,,,Gampaha
Balapokuna,6.8667,79.8842,Sri Lanka,LK,Western,,,,Colombo
Balatawa,7.2468,80.1868,Sri Lanka,LK,Western,,,,Gampaha
Balawala,7.2845,79.9681,Sri Lanka,LK,Western,,,,Gampaha
Baliwila,7.0399,80.0704,Sri Lanka,LK,Western,,,,Gampaha
Bambalapitiya,6.8914,79.855,Sri Lanka,LK,Western,,,,Colombo
Bambukuliya,7.2677,79.8809,Sri Lanka,LK,Western,,,,Gampaha
Banagala,6.9649,80.1109,Sri Lanka,LK,Western,,,,Gampaha
Bandarabatawala,7.1238,80.0126,Sri Lanka,LK,Western,,,,Gampaha
Bandarahena,6.9343,80.0687,Sri Lanka,LK,Western,,,,Gampaha
Bandaranayakapura,7.0492,80.1198,Sri Lanka,LK,Western,,,,Gampaha
Bandarawatta,7.1282,79.875,Sri Lanka,LK,Western,,,,Gampaha
Bandarawatta,7.2694,79.8495,Sri Lanka,LK,Western,,,,Gampaha
Banduragoda,7.2266,80.0544,Sri Lanka,LK,Western,,,,Gampaha
Bangalawatta,6.9805,80.1074,Sri Lanka,LK,Western,,,,Gampaha
Barawawila,7.2445,80.025,Sri Lanka,LK,Western,,,,Gampaha
Batagama North,7.0664,79.9068,Sri Lanka,LK,Western,,,,Gampaha
Batagama South,7.0578,79.9074,Sri Lanka,LK,Western,,,,Gampaha
Batagampalata,7.0027,80.1026,Sri Lanka,LK,Western,,,,Gampaha
Batakettara,6.7825,79.9211,Sri Lanka,LK,Western,,,,Colombo
Batalahena,7.2557,79.9763,Sri Lanka,LK,Western,,,,Gampaha
Bataliya,7.183,80.131,Sri Lanka,LK,Western,,,,Gampaha
Batawala,6.878,80.0472,Sri Lanka,LK,Western,,,,Colombo
Batepola,7.2312,79.961,Sri Lanka,LK,Western,,,,Gampaha
Batepola,7.1114,80.0216,Sri Lanka,LK,Western,,,,Gampaha
Batepola,7.0584,80.0796,Sri Lanka,LK,Western,,,,Gampaha
Batepola,7.1149,79.9585,Sri Lanka,LK,Western,,,,Gampaha
Battaramulla North,6.9026,79.9195,Sri Lanka,LK,Western,,,,Colombo
Batuwandara,6.769,79.945,Sri Lanka,LK,Western,,,,Colombo
Batuwatta East,7.0512,79.9374,Sri Lanka,LK,Western,,,,Gampaha
Batuwatta West,7.0527,79.9266,Sri Lanka,LK,Western,,,,Gampaha
Beddegedaramalla,6.8541,80.0404,Sri Lanka,LK,Western,,,,Colombo
Belagama,6.9361,79.9195,Sri Lanka,LK,Western,,,,Colombo
Bellantara,6.8493,79.8912,Sri Lanka,LK,Western,,,,Colombo
Belligola,7.0729,80.1387,Sri Lanka,LK,Western,,,,Gampaha
Belummahara,7.056,80.0056,Sri Lanka,LK,Western,,,,Gampaha
Bemmulla,7.1229,80.0239,Sri Lanka,LK,Western,,,,Gampaha
Bendiyamulla,7.0844,79.9985,Sri Lanka,LK,Western,,,,Gampaha
Beraunna,7.0845,80.103,Sri Lanka,LK,Western,,,,Gampaha
Berawawala,6.7848,79.9374,Sri Lanka,LK,Western,,,,Colombo
Berendigamola,6.9137,80.1108,Sri Lanka,LK,Western,,,,Colombo
Bingpandura,7.0851,79.848,Sri Lanka,LK,Western,,,,Gampaha
Biyagama,6.9423,79.9842,Sri Lanka,LK,Western,,,,Gampaha
Biyanwila Ihala,7,79.96667,Sri Lanka,LK,Western,,,,Gampaha
Biyanwila Pahala,7,79.93333,Sri Lanka,LK,Western,,,,Gampaha
Bloemendhal,6.95528,79.86972,Sri Lanka,LK,Western,,,,Colombo
Bogamuwa,7.1057,80.0642,Sri Lanka,LK,Western,,,,Gampaha
Bogamuwa Aluthgama,7.1069,80.044,Sri Lanka,LK,Western,,,,Gampaha
Boganawatta,7.0429,80.1196,Sri Lanka,LK,Western,,,,Gampaha
Bogoda,7.1148,80.0851,Sri Lanka,LK,Western,,,,Gampaha
Bokalagama Pelapitigama,7.21667,80.1,Sri Lanka,LK,Western,,,,Gampaha
Bokundara,6.8155,79.9202,Sri Lanka,LK,Western,,,,Colombo
Bolagala,7.2709,79.933,Sri Lanka,LK,Western,,,,Gampaha
Bolana,7.1913,80.1184,Sri Lanka,LK,Western,,,,Gampaha
Bolawalana,7.2,79.85,Sri Lanka,LK,Western,,,,Gampaha
Bollatawa,6.9596,80.1163,Sri Lanka,LK,Western,,,,Colombo
Bollate North,7.0722,79.9394,Sri Lanka,LK,Western,,,,Gampaha
Bollate South,7.0639,79.929,Sri Lanka,LK,Western,,,,Gampaha
Bollegala,6.9449,79.9449,Sri Lanka,LK,Western,,,,Gampaha
Bombugammana,7.2149,80.0021,Sri Lanka,LK,Western,,,,Gampaha
Bonegala,7.1001,80.0864,Sri Lanka,LK,Western,,,,Gampaha
Bopagama,7.0742,80.1501,Sri Lanka,LK,Western,,,,Gampaha
Bope,6.832,80.1314,Sri Lanka,LK,Western,,,,Colombo
Bopetta,7.0946,80.1338,Sri Lanka,LK,Western,,,,Gampaha
Bopitiya,7.07,79.855,Sri Lanka,LK,Western,,,,Gampaha
Borakadawatta,7.1737,79.9419,Sri Lanka,LK,Western,,,,Gampaha
Boralesgamuwa South,6.8382,79.9104,Sri Lanka,LK,Western,,,,Colombo
Boraliyawatta,7.1094,80.027,Sri Lanka,LK,Western,,,,Gampaha
Boralugoda,6.9213,80.1214,Sri Lanka,LK,Western,,,,Colombo
Borella,6.9177,79.8742,Sri Lanka,LK,Western,,,,Colombo
Borukgomuwa,7.2037,80.0735,Sri Lanka,LK,Western,,,,Gampaha
Borupana,6.8209,79.9014,Sri Lanka,LK,Western,,,,Colombo
Botale,7.25,80.16667,Sri Lanka,LK,Western,,,,Gampaha
Botale Ihalagama,7.2301,80.1792,Sri Lanka,LK,Western,,,,Gampaha
Botale Pahalagama,7.2448,80.1566,Sri Lanka,LK,Western,,,,Gampaha
Bounuwa,7.16667,80.15,Sri Lanka,LK,Western,,,,Gampaha
Brahmanagama,6.82,79.9794,Sri Lanka,LK,Western,,,,Colombo
Brandiyawatta,6.9383,79.9004,Sri Lanka,LK,Western,,,,Colombo
Bulatgangoda,7.108,80.0333,Sri Lanka,LK,Western,,,,Gampaha
Bulatweldeniya,7.0829,80.1748,Sri Lanka,LK,Western,,,,Gampaha
Bulugahagoda,7.0631,79.9403,Sri Lanka,LK,Western,,,,Gampaha
Bulugahamulla,7.1671,79.9684,Sri Lanka,LK,Western,,,,Gampaha
Burullapitiya,7.1537,79.9494,Sri Lanka,LK,Western,,,,Gampaha
Buthpitiya North,7.0491,80.0514,Sri Lanka,LK,Western,,,,Gampaha
Buthpitiya South,7.0447,80.0494,Sri Lanka,LK,Western,,,,Gampaha
Chandanagama,7.0801,80.0352,Sri Lanka,LK,Western,,,,Gampaha
Cinnamon Gardens,6.9098,79.8691,Sri Lanka,LK,Western,,,,Colombo
Dadagomuwa,7.1368,80.0572,Sri Lanka,LK,Western,,,,Gampaha
Dagonna,7.2219,79.9279,Sri Lanka,LK,Western,,,,Gampaha
Dahinpahuwa,7.2206,80.1,Sri Lanka,LK,Western,,,,Gampaha
Dalugama,6.9674,79.9064,Sri Lanka,LK,Western,,,,Gampaha
Dalugamgoda,6.9741,79.9139,Sri Lanka,LK,Western,,,,Gampaha
Dalupitiya,6.996,79.9274,Sri Lanka,LK,Western,,,,Gampaha
Dalupotha,7.2293,79.8544,Sri Lanka,LK,Western,,,,Gampaha
Daluwekotuwa,7.2571,79.847,Sri Lanka,LK,Western,,,,Gampaha
Dambadure,7.1176,79.8869,Sri Lanka,LK,Western,,,,Gampaha
Dambore,6.8442,80.1658,Sri Lanka,LK,Western,,,,Colombo
Dambutuwa,7.1403,80.147,Sri Lanka,LK,Western,,,,Gampaha
Dampe,6.8238,80.0452,Sri Lanka,LK,Western,,,,Colombo
Dampe,6.769,79.9158,Sri Lanka,LK,Western,,,,Colombo
Dandugama,7.0989,79.8817,Sri Lanka,LK,Western,,,,Gampaha
Dangalla,6.9947,80.1369,Sri Lanka,LK,Western,,,,Gampaha
Danowita,7.207,80.1769,Sri Lanka,LK,Western,,,,Gampaha
Danwilana,7.1477,80.0663,Sri Lanka,LK,Western,,,,Gampaha
Daraluwa,7.1097,80.018,Sri Lanka,LK,Western,,,,Gampaha
Daranagama,6.9772,79.9891,Sri Lanka,LK,Western,,,,Gampaha
Debehera,7.1524,80.144,Sri Lanka,LK,Western,,,,Gampaha
Dedigamuwa,6.8905,80.027,Sri Lanka,LK,Western,,,,Colombo
Degawatta,6.9523,80.0618,Sri Lanka,LK,Western,,,,Gampaha
Dehiwala,6.85626,79.86159,Sri Lanka,LK,Western,,,,Colombo
Dekatana,6.9694,80.0481,Sri Lanka,LK,Western,,,,Gampaha
Delature,7.0847,79.8646,Sri Lanka,LK,Western,,,,Gampaha
Delgoda,6.9909,80.008,Sri Lanka,LK,Western,,,,Gampaha
Delpakadawara,7.2948,79.9872,Sri Lanka,LK,Western,,,,Gampaha
Delthara,6.7841,79.9117,Sri Lanka,LK,Western,,,,Colombo
Delwala,7.298,80.1238,Sri Lanka,LK,Western,,,,Gampaha
Delwatura,7.2661,79.9936,Sri Lanka,LK,Western,,,,Gampaha
Demaladuwa,6.8,79.93333,Sri Lanka,LK,Western,,,,Colombo
Demalagama,6.9879,80.0483,Sri Lanka,LK,Western,,,,Gampaha
Demanhandiya,7.2282,79.8964,Sri Lanka,LK,Western,,,,Gampaha
Dematagoda,6.9356,79.8695,Sri Lanka,LK,Western,,,,Colombo
Dematahatta,7.2661,80.1274,Sri Lanka,LK,Western,,,,Gampaha
Depanama,6.8491,79.9415,Sri Lanka,LK,Western,,,,Colombo
Detgama,7.2,80.05,Sri Lanka,LK,Western,,,,Gampaha
Dethemulla,6.9633,80.1054,Sri Lanka,LK,Western,,,,Gampaha
Dewalapola,7.1659,79.9905,Sri Lanka,LK,Western,,,,Gampaha
Dewamottawa,7.1763,79.9099,Sri Lanka,LK,Western,,,,Gampaha
Diddeniya,6.8896,80.104,Sri Lanka,LK,Western,,,,Colombo
Dinapamunuwa,7.089,80.1435,Sri Lanka,LK,Western,,,,Gampaha
Dippitigoda,6.9751,79.9028,Sri Lanka,LK,Western,,,,Gampaha
Disagewatta,7.2348,79.9147,Sri Lanka,LK,Western,,,,Gampaha
Divulapitiya,7.224,80.0094,Sri Lanka,LK,Western,,,,Gampaha
Divulpitiya,6.8532,79.8851,Sri Lanka,LK,Western,,,,Colombo
Diyagama,6.8067,79.9953,Sri Lanka,LK,Western,,,,Colombo
Diyagampola,7.2927,80.0868,Sri Lanka,LK,Western,,,,Gampaha
Diyakawita,6.9529,80.0428,Sri Lanka,LK,Western,,,,Gampaha
Diyawala,7.0251,80.1098,Sri Lanka,LK,Western,,,,Gampaha
Dolehena,7.2089,80.0891,Sri Lanka,LK,Western,,,,Gampaha
Dombawala,7.118,79.9834,Sri Lanka,LK,Western,,,,Gampaha
Dompe,6.9503,80.051,Sri Lanka,LK,Western,,,,Gampaha
Doranagoda,7.129,80.004,Sri Lanka,LK,Western,,,,Gampaha
Doranediwala,7.0362,80.0702,Sri Lanka,LK,Western,,,,Gampaha
Dulanmahara,6.8177,79.9258,Sri Lanka,LK,Western,,,,Colombo
Dumunegedara,7.1714,80.0951,Sri Lanka,LK,Western,,,,Gampaha
Dunagaha,7.2256,79.9685,Sri Lanka,LK,Western,,,,Gampaha
Duriyangashandiya,7.261,79.9016,Sri Lanka,LK,Western,,,,Gampaha
Duwa,7.2064,79.8196,Sri Lanka,LK,Western,,,,Gampaha
Edirigoda,6.8727,79.895,Sri Lanka,LK,Western,,,,Colombo
Egodawatta,7.0652,79.8563,Sri Lanka,LK,Western,,,,Gampaha
Egodawatta,6.8467,79.8979,Sri Lanka,LK,Western,,,,Colombo
Ekala,7.099,79.913,Sri Lanka,LK,Western,,,,Gampaha
Ekala Kurunduwatta,7.1101,79.8966,Sri Lanka,LK,Western,,,,Gampaha
Elamalawala,6.881,80.1366,Sri Lanka,LK,Western,,,,Colombo
Elapitiwela,7.0187,79.9023,Sri Lanka,LK,Western,,,,Gampaha
Elenegoda,7.1038,79.8454,Sri Lanka,LK,Western,,,,Gampaha
Ellakkala,7.144,80.1241,Sri Lanka,LK,Western,,,,Gampaha
Ellalamulla,7.1569,80.1262,Sri Lanka,LK,Western,,,,Gampaha
Ellangala,7.1517,79.956,Sri Lanka,LK,Western,,,,Gampaha
Eluwapitiya,7.1626,80.0332,Sri Lanka,LK,Western,,,,Gampaha
Embaraluwa North,7.0238,80.0043,Sri Lanka,LK,Western,,,,Gampaha
Embaraluwa South,7.0129,80.0183,Sri Lanka,LK,Western,,,,Gampaha
Enderamulla,7.00222,79.90944,Sri Lanka,LK,Western,,,,Gampaha
Epambula,7.1363,80.0422,Sri Lanka,LK,Western,,,,Gampaha
Erabedda,7.2778,80.0632,Sri Lanka,LK,Western,,,,Gampaha
Erepolagodella,7.0321,80.1205,Sri Lanka,LK,Western,,,,Gampaha
Erewwela East,6.8391,79.954,Sri Lanka,LK,Western,,,,Colombo
Erewwela West,6.8275,79.9327,Sri Lanka,LK,Western,,,,Colombo
Essalla,7.1773,80.0123,Sri Lanka,LK,Western,,,,Gampaha
Eswatta North,6.9632,80.1778,Sri Lanka,LK,Western,,,,Colombo
Eswatta South,6.9481,80.1744,Sri Lanka,LK,Western,,,,Colombo
Etgala,7.2579,79.8833,Sri Lanka,LK,Western,,,,Gampaha
Etha-Udakanda,7.1245,80.1882,Sri Lanka,LK,Western,,,,Gampaha
Ethul Kotte,6.8987,79.9025,Sri Lanka,LK,Western,,,,Colombo
Etikehelgalla,7.0307,80.0304,Sri Lanka,LK,Western,,,,Gampaha
Ettukala,7.2353,79.8435,Sri Lanka,LK,Western,,,,Gampaha
Ewariwatta,7.1627,79.8812,Sri Lanka,LK,Western,,,,Gampaha
Fort,6.93596,79.84405,Sri Lanka,LK,Western,,,,Colombo
Galagedara,6.8472,80.0871,Sri Lanka,LK,Western,,,,Colombo
Galahitiyawa North,7.0624,79.9498,Sri Lanka,LK,Western,,,,Gampaha
Galahitiyawa South,7.055,79.9477,Sri Lanka,LK,Western,,,,Gampaha
Galapitamada,6.9419,80.2132,Sri Lanka,LK,Western,,,,Colombo
Galboda,7.0721,80.1046,Sri Lanka,LK,Western,,,,Gampaha
Galborella,6.9591,79.9014,Sri Lanka,LK,Western,,,,Gampaha
Galedanda,6.9619,79.9269,Sri Lanka,LK,Western,,,,Gampaha
Galewatta,7.2674,79.951,Sri Lanka,LK,Western,,,,Gampaha
Galgana,7.216,80.0781,Sri Lanka,LK,Western,,,,Gampaha
Galgomuwa,7.1843,80.0732,Sri Lanka,LK,Western,,,,Gampaha
Galkandehandiya,7.1983,79.8388,Sri Lanka,LK,Western,,,,Gampaha
Gallawatta,7.1011,79.9029,Sri Lanka,LK,Western,,,,Gampaha
Gallegedara,7.1528,79.996,Sri Lanka,LK,Western,,,,Gampaha
Galoluwa,7.1603,79.9394,Sri Lanka,LK,Western,,,,Gampaha
Galoluwa,7.0457,80.0106,Sri Lanka,LK,Western,,,,Gampaha
Galpotugoda,6.9692,80.0919,Sri Lanka,LK,Western,,,,Gampaha
Galtotamulla,7.0933,80.0371,Sri Lanka,LK,Western,,,,Gampaha
Galudupita,7.0094,79.901,Sri Lanka,LK,Western,,,,Gampaha
Gamagewatta,6.8324,80.1436,Sri Lanka,LK,Western,,,,Colombo
Gamangedara,7.1581,79.9113,Sri Lanka,LK,Western,,,,Gampaha
Gampaha Alutgama,7.0907,80.0197,Sri Lanka,LK,Western,,,,Gampaha
Gampaha Ihalagama,7.1033,79.9933,Sri Lanka,LK,Western,,,,Gampaha
Gampaha Medagama,7.08333,79.98333,Sri Lanka,LK,Western,,,,Gampaha
Gampaha Pahalagama,7.0849,79.9808,Sri Lanka,LK,Western,,,,Gampaha
Gampolagedara,6.9575,80.1039,Sri Lanka,LK,Western,,,,Gampaha
Ganahimulla,7.16667,79.98333,Sri Lanka,LK,Western,,,,Gampaha
Ganegoda,7.2124,80.0982,Sri Lanka,LK,Western,,,,Gampaha
Ganegoda,6.9585,80.0439,Sri Lanka,LK,Western,,,,Gampaha
Ganemulla,7.0652,79.963,Sri Lanka,LK,Western,,,,Gampaha
Ganepola,7.1384,79.9073,Sri Lanka,LK,Western,,,,Gampaha
Ganewatta,6.952,79.9824,Sri Lanka,LK,Western,,,,Gampaha
Gangodawila North,6.8648,79.8908,Sri Lanka,LK,Western,,,,Colombo
Ganihigama,6.9978,80.1446,Sri Lanka,LK,Western,,,,Gampaha
Ganimulla,7.1976,80.0496,Sri Lanka,LK,Western,,,,Gampaha
Gaspe,7.2139,80.0678,Sri Lanka,LK,Western,,,,Gampaha
Gawagomuwa,7.1522,80.1105,Sri Lanka,LK,Western,,,,Gampaha
Gedumana,7.0258,80.0626,Sri Lanka,LK,Western,,,,Gampaha
Gehenuwala,6.8456,80.0453,Sri Lanka,LK,Western,,,,Colombo
German Hitamiturugama,6.7698,79.942,Sri Lanka,LK,Western,,,,Colombo
Giridara,6.9588,80.0859,Sri Lanka,LK,Western,,,,Gampaha
Giriulla,7.3211,80.1235,Sri Lanka,LK,Western,,,,Gampaha
Godagama,7.1289,80.1518,Sri Lanka,LK,Western,,,,Gampaha
Godagama,6.8506,80.033,Sri Lanka,LK,Western,,,,Colombo
Godagedara,7.064,80.0167,Sri Lanka,LK,Western,,,,Gampaha
Godigamuwa,6.8391,79.9233,Sri Lanka,LK,Western,,,,Colombo
Godigamuwa East,7.2767,79.9639,Sri Lanka,LK,Western,,,,Gampaha
Godigamuwa West,7.2786,79.9535,Sri Lanka,LK,Western,,,,Gampaha
Goigama,7.1444,79.9843,Sri Lanka,LK,Western,,,,Gampaha
Golummahara,6.981,80.0069,Sri Lanka,LK,Western,,,,Gampaha
Goluwapokuna,7.1898,79.8742,Sri Lanka,LK,Western,,,,Gampaha
Gonagaha,7.0936,79.9428,Sri Lanka,LK,Western,,,,Gampaha
Gonahena,7,79.98333,Sri Lanka,LK,Western,,,,Gampaha
Gonawala,6.957,79.9392,Sri Lanka,LK,Western,,,,Gampaha
Gongitota,7.002,79.9073,Sri Lanka,LK,Western,,,,Gampaha
Gorakadeniya,7.0948,80.088,Sri Lanka,LK,Western,,,,Gampaha
Gorakapitiya,6.8153,79.9462,Sri Lanka,LK,Western,,,,Colombo
Gotatuwa,6.9278,79.9036,Sri Lanka,LK,Western,,,,Colombo
Grandpass,6.95722,79.87639,Sri Lanka,LK,Western,,,,Colombo
Guruwala,6.9457,80.0695,Sri Lanka,LK,Western,,,,Gampaha
Habarakada,6.8708,80.0092,Sri Lanka,LK,Western,,,,Colombo
Hakgalla,7.1283,80.1282,Sri Lanka,LK,Western,,,,Gampaha
Hakurukumbura,7.2544,80.1257,Sri Lanka,LK,Western,,,,Gampaha
Hakwadunna,7.1642,80.0935,Sri Lanka,LK,Western,,,,Gampaha
Halanduruwa,7.0156,79.9052,Sri Lanka,LK,Western,,,,Gampaha
Halbarawa Farm,6.8084,80.0584,Sri Lanka,LK,Western,,,,Colombo
Halgampitiya,7.1137,80.0376,Sri Lanka,LK,Western,,,,Gampaha
Halgastota,7.1581,79.8803,Sri Lanka,LK,Western,,,,Gampaha
Haloluwa,7.2736,80.0756,Sri Lanka,LK,Western,,,,Gampaha
Halpe,7.2582,80.1063,Sri Lanka,LK,Western,,,,Gampaha
Halpe,7.2633,79.9223,Sri Lanka,LK,Western,,,,Gampaha
Halpe Estate,6.848,80.1283,Sri Lanka,LK,Western,,,,Colombo
Halpita,6.7811,79.9501,Sri Lanka,LK,Western,,,,Colombo
Halugama,7.2319,80.1461,Sri Lanka,LK,Western,,,,Gampaha
