city,lat,lng,country,iso2,admin_name,capital,population,population_proper,district
Sembuwawewa,7.43333,80.23333,Sri Lanka,LK,North Western,,,,Kurunegala
Sempadu,8.6324,81.2189,Sri Lanka,LK,Eastern,,,,Trincomalee
Senadeerayagama,8.0736,80.6795,Sri Lanka,LK,North Central,,,,Anuradhapura
Senamvali,8.3686,81.3803,Sri Lanka,LK,Eastern,,,,Trincomalee
Senapatiyagama,7.0938,81.2457,Sri Lanka,LK,Uva,,,,Moneragala
Senapura,8.0911,80.4722,Sri Lanka,LK,North Central,,,,Anuradhapura
Senapura,6.7493,79.9639,Sri Lanka,LK,Western,,,,Kalutara
Senarathpura,7.0119,80.8781,Sri Lanka,LK,Central,,,,Nuwara Eliya
Sendiriyapitiya,7.4978,80.3302,Sri Lanka,LK,North Western,,,,Kurunegala
Sengaloya,7.6905,79.8352,Sri Lanka,LK,North Western,,,,Puttalam
Sengapadai,7.3,81.76667,Sri Lanka,LK,Eastern,,,,Ampara
Sengavelliya,7.6884,79.8547,Sri Lanka,LK,North Western,,,,Puttalam
Senside,6.9106,80.6272,Sri Lanka,LK,Central,,,,Nuwara Eliya
Senthankulam,9.8099,79.9987,Sri Lanka,LK,Northern,,,,Jaffna
Serakkuliya,8.2344,79.8013,Sri Lanka,LK,North Western,,,,Puttalam
Seranegama,7.35913,81.05968,Sri Lanka,LK,Uva,,,,Badulla
Serankada,7.4572,81.2808,Sri Lanka,LK,Eastern,,,,Ampara
Serasunthenna,7.1643,80.8742,Sri Lanka,LK,Central,,,,Nuwara Eliya
Serawa,7.2204,81.3033,Sri Lanka,LK,Uva,,,,Moneragala
Serubedda,7.2056,81.0228,Sri Lanka,LK,Uva,,,,Badulla
Serudandapola,7.73333,80.66667,Sri Lanka,LK,Central,,,,Matale
Serugodayaya,7.9746,80.0938,Sri Lanka,LK,North Western,,,,Puttalam
Serugolla,7.68333,80.3,Sri Lanka,LK,North Western,,,,Kurunegala
Serugolla,7.455,80.6505,Sri Lanka,LK,Central,,,,Matale
Serukana Colony,6.7458,80.0041,Sri Lanka,LK,Western,,,,Kalutara
Serukele,7.7313,79.9163,Sri Lanka,LK,North Western,,,,Puttalam
Serumurewewa,7.86667,80.23333,Sri Lanka,LK,North Western,,,,Kurunegala
Serupita,6.6125,80.0002,Sri Lanka,LK,Western,,,,Kalutara
Seruvila,8.3684,81.3173,Sri Lanka,LK,Eastern,,,,Trincomalee
Seruwangoda,7.4144,80.0983,Sri Lanka,LK,North Western,,,,Kurunegala
Setapolai,7.9588,79.7864,Sri Lanka,LK,North Western,,,,Puttalam
Sethukuda,7.7026,81.6829,Sri Lanka,LK,Eastern,,,,Batticaloa
Setrarathpura,8.1663,81.0251,Sri Lanka,LK,North Central,,,,Polonnaruwa
Settappaduwa,7.1257,79.8366,Sri Lanka,LK,Western,,,,
Sevanagala,6.3635,80.9197,Sri Lanka,LK,Uva,,,,Moneragala
Seventh Mile Post,6.9268,81.1307,Sri Lanka,LK,Uva,,,,Badulla
Sewanagama,6.8289,81.013,Sri Lanka,LK,Uva,,,,Badulla
Sewanpitiya,7.93333,81.15,Sri Lanka,LK,North Central,,,,Polonnaruwa
Sewendana,7.4218,80.2485,Sri Lanka,LK,North Western,,,,Kurunegala
Sewendena,7.3395,80.2162,Sri Lanka,LK,North Western,,,,Kurunegala
Sewendena,7.2905,79.9455,Sri Lanka,LK,North Western,,,,Kurunegala
Shamrock Colony,7.0599,80.5273,Sri Lanka,LK,Central,,,,Kandy
Shawstipura,8.2992,80.3736,Sri Lanka,LK,North Central,,,,Anuradhapura
Sidurupitiya,6.5844,80.451,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Sidurupitiyawatta,6.5781,80.4608,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Sigirakanda,6.5537,80.1766,Sri Lanka,LK,Western,,,,Kalutara
Silavatturai,8.7467,79.9478,Sri Lanka,LK,Northern,,,,
Sillalai,9.779,79.9514,Sri Lanka,LK,Northern,,,,Jaffna
Silogama,6.7074,80.7609,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Silwatgama,7.78333,80.6,Sri Lanka,LK,Southern,,,,
Silwatgama,7.1506,80.7406,Sri Lanka,LK,Central,,,,Nuwara Eliya
Simaveli North,8.074,79.8356,Sri Lanka,LK,North Western,,,,Puttalam
Sinapitiya,7.1656,80.5535,Sri Lanka,LK,Central,,,,Kandy
Sindattiriya,7.2758,79.8471,Sri Lanka,LK,North Western,,,,Puttalam
Sindurankanda,7.2382,80.5512,Sri Lanka,LK,Central,,,,Kandy
Singahagoda,7.2591,80.4047,Sri Lanka,LK,Sabaragamuwa,,,,Kegalle
Singakkuliya,7.3,79.9359,Sri Lanka,LK,North Western,,,,Puttalam
Singandaluwa,7.7308,80.0344,Sri Lanka,LK,North Western,,,,Kurunegala
Singappulikanda,6.631,80.4885,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Singhagama,6.4935,80.027,Sri Lanka,LK,Western,,,,Kalutara
Singhajayagama,7.4007,79.9961,Sri Lanka,LK,North Western,,,,Kurunegala
Singhapura,6.6435,80.0327,Sri Lanka,LK,Western,,,,Kalutara
Singhapura,6.2801,81.2071,Sri Lanka,LK,Southern,,,,Hambantota
Singharaja Udyanaya,6.401,80.2934,Sri Lanka,LK,Western,,,,Kalutara
Singhaya Ulpota,8.7487,80.7539,Sri Lanka,LK,North Central,,,,Anuradhapura
Sinha Udagama,7.95,80.95,Sri Lanka,LK,North Central,,,,Polonnaruwa
Sinhala Kallanchiya,7.7507,80.0104,Sri Lanka,LK,North Western,,,,Kurunegala
Sinhala Mudunduwa,7.5409,80.4603,Sri Lanka,LK,North Western,,,,Kurunegala
Sinhalavadi,7.7074,81.6888,Sri Lanka,LK,Eastern,,,,Batticaloa
Sinhapitiya,7.16667,80.55,Sri Lanka,LK,Central,,,,Kandy
Sinharagama,8.2792,80.2436,Sri Lanka,LK,North Central,,,,Anuradhapura
Sinharagama,7.86667,80.25,Sri Lanka,LK,North Western,,,,Kurunegala
Sinimodera,6,80.75,Sri Lanka,LK,Southern,,,,Hambantota
Sinimunna,6.3373,81.218,Sri Lanka,LK,Southern,,,,Hambantota
Sinna Aiyamperumal,9.11667,80.33333,Sri Lanka,LK,Northern,,,,Mullaitivu
Sinna Arasankulam,8.85,80.36667,Sri Lanka,LK,Northern,,,,Mannar
Sinna Attimoddai,8.8024,80.035,Sri Lanka,LK,Northern,,,,Mannar
Sinna Karachchi,8.8018,81.0919,Sri Lanka,LK,Eastern,,,,Trincomalee
Sinna Kattakaduwa,7.8826,79.9108,Sri Lanka,LK,North Western,,,,Puttalam
Sinna Kayankerni,7.98333,81.53333,Sri Lanka,LK,Eastern,,,,Batticaloa
Sinna Ottapanai,7.8124,79.7853,Sri Lanka,LK,North Western,,,,Puttalam
Sinnaittimadu,9.1568,80.6836,Sri Lanka,LK,Northern,,,,Mullaitivu
Sinnakinniya,8.4909,81.1853,Sri Lanka,LK,Eastern,,,,Trincomalee
Sinnakudirippu,8.2322,79.76,Sri Lanka,LK,North Western,,,,Puttalam
Sinnakulam,8.7091,80.4332,Sri Lanka,LK,Northern,,,,Vavuniya
Sinnakulama,8.6721,80.5063,Sri Lanka,LK,Northern,,,,Vavuniya
Sinnanochchikulam,8.7605,79.9494,Sri Lanka,LK,Northern,,,,Mannar
Sinnapadu,7.8525,79.7677,Sri Lanka,LK,North Western,,,,Puttalam
Sinnappuliyankulam,8.6558,80.3722,Sri Lanka,LK,Northern,,,,Vavuniya
Sinnapputukkulam,8.75,80.51667,Sri Lanka,LK,Northern,,,,Vavuniya
Sinnapullaichchipotkeni,8.7686,79.9858,Sri Lanka,LK,Northern,,,,Mannar
Sinnasembukuliya,7.7938,79.8291,Sri Lanka,LK,North Western,,,,Puttalam
Sinnaththanpanai,8.6469,80.379,Sri Lanka,LK,Northern,,,,Vavuniya
Sinnavilupattiya,8,81.1,Sri Lanka,LK,North Central,,,,Polonnaruwa
Sinny Kulam,8.2688,80.364,Sri Lanka,LK,North Central,,,,Anuradhapura
Sinuggala,6.5138,80.8734,Sri Lanka,LK,Uva,,,,Moneragala
Sippewa,8.5668,80.5393,Sri Lanka,LK,North Central,,,,Anuradhapura
Sippikalana,7.6256,79.8882,Sri Lanka,LK,North Western,,,,Puttalam
Siradunna,7.6036,80.3287,Sri Lanka,LK,North Western,,,,Kurunegala
Siradunna,7.4466,80.447,Sri Lanka,LK,North Western,,,,Kurunegala
Siradunne,7.5938,80.4088,Sri Lanka,LK,North Western,,,,Kurunegala
Sirambagamawewa,8.2856,80.2916,Sri Lanka,LK,North Central,,,,Anuradhapura
Sirambiyadi,8.03333,79.86667,Sri Lanka,LK,North Western,,,,Puttalam
Sirangahawatta,7.5446,80.6964,Sri Lanka,LK,Central,,,,Matale
Sirangoda,7.68333,80.31667,Sri Lanka,LK,North Western,,,,Kurunegala
Sirigala,6.8916,81.3393,Sri Lanka,LK,Uva,,,,Moneragala
Sirigampola,7.3694,79.8566,Sri Lanka,LK,North Western,,,,Puttalam
Sirimalgoda,7.0031,81.0829,Sri Lanka,LK,Uva,,,,Badulla
Sirimalwatta,7.3026,80.6531,Sri Lanka,LK,Central,,,,Kandy
Sirimapura,8.1602,80.2373,Sri Lanka,LK,North Central,,,,Anuradhapura
Siripagama,6.793,80.4497,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Siripagama,6.2435,81.2766,Sri Lanka,LK,Southern,,,,Hambantota
Siripella,7.3805,80.0433,Sri Lanka,LK,North Western,,,,Kurunegala
Sirukkulama,8.36667,80.45,Sri Lanka,LK,North Central,,,,Anuradhapura
Siruppiddy,9.71777,80.06604,Sri Lanka,LK,Northern,,,,Jaffna
Siruvilan,9.7851,79.9995,Sri Lanka,LK,Northern,,,,Jaffna
Sirvilankuli,8.98333,80.01667,Sri Lanka,LK,Northern,,,,Mannar
Sitagangula,6.8233,80.4998,Sri Lanka,LK,Central,,,,Nuwara Eliya
Sitakele,6.6098,80.6705,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Sitinamaluwa,6.05,80.75,Sri Lanka,LK,Southern,,,,Hambantota
Sittakala,6.1201,81.0715,Sri Lanka,LK,Southern,,,,Hambantota
Sittandi,7.8,81.46667,Sri Lanka,LK,Eastern,,,,Batticaloa
Sittandikudi,7.8256,81.5634,Sri Lanka,LK,Eastern,,,,Batticaloa
Sittandy,7.8212,81.5481,Sri Lanka,LK,Eastern,,,,Batticaloa
Sittandy Colony,7.8208,81.5579,Sri Lanka,LK,Eastern,,,,Batticaloa
Sittankerni,9.754,79.9712,Sri Lanka,LK,Northern,,,,Jaffna
Sittarama,6.4,81.2,Sri Lanka,LK,Uva,,,,Moneragala
Sittarawila,6.288,81.292,Sri Lanka,LK,Southern,,,,Hambantota
Sivapuram,8.7544,80.4388,Sri Lanka,LK,Northern,,,,Vavuniya
Siwalagala,8.15,80.48333,Sri Lanka,LK,North Central,,,,Anuradhapura
Siwalakulama,8.25,80.63333,Sri Lanka,LK,North Central,,,,Anuradhapura
Siwallawa,7.5337,80.2746,Sri Lanka,LK,North Western,,,,Kurunegala
Siwallawagedara,7.5141,80.2571,Sri Lanka,LK,North Western,,,,Kurunegala
Siwelgama,6.05,80.55,Sri Lanka,LK,Southern,,,,Matara
Siyabalagaswewa,7.9871,80.6815,Sri Lanka,LK,North Central,,,,Anuradhapura
Siyabalangamuwa,7.5264,80.3539,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambal,8.7596,80.7901,Sri Lanka,LK,North Central,,,,Anuradhapura
Siyambala Wewa,8.2775,80.366,Sri Lanka,LK,North Central,,,,Anuradhapura
Siyambalabeddewa,6.1872,80.771,Sri Lanka,LK,Southern,,,,Hambantota
Siyambaladamana,8.15,80.73333,Sri Lanka,LK,North Central,,,,Anuradhapura
Siyambalaella,7.5013,80.5471,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalagahadalupotha,7.9168,80.3145,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalagahagama,8.2011,80.2573,Sri Lanka,LK,North Central,,,,Anuradhapura
Siyambalagahamadama,7.36667,81.61667,Sri Lanka,LK,Eastern,,,,Ampara
Siyambalagahawela,7.71667,80.6,Sri Lanka,LK,Central,,,,Matale
Siyambalagahawewa,7.83333,80.23333,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalagama,8.0657,80.2511,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalagama,8.0998,80.2347,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalagasruppa,7.5004,79.9137,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalagastenna,7.3236,80.6367,Sri Lanka,LK,Central,,,,Kandy
Siyambalagaswela,7.5258,79.8323,Sri Lanka,LK,North Western,,,,Puttalam
Siyambalagaswetiya,7.68333,80.11667,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalagaswewa,8.7009,80.7462,Sri Lanka,LK,North Central,,,,Anuradhapura
Siyambalagaswewa,8.6284,80.4594,Sri Lanka,LK,North Central,,,,Anuradhapura
Siyambalagaswewa,8.4815,80.6633,Sri Lanka,LK,North Central,,,,Anuradhapura
Siyambalagaswewa,8.4597,80.5941,Sri Lanka,LK,North Central,,,,Anuradhapura
Siyambalagaswewa,8.3761,80.5588,Sri Lanka,LK,North Central,,,,Anuradhapura
Siyambalagaswewa,8.2,80.46667,Sri Lanka,LK,North Central,,,,Anuradhapura
Siyambalagaswewa,8.05,80.73333,Sri Lanka,LK,North Central,,,,Anuradhapura
Siyambalagaswewa,7.9302,80.3711,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalagaswewa,7.76667,80.33333,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalagaswewa,7.7463,79.9262,Sri Lanka,LK,North Western,,,,Puttalam
Siyambalagaswewa,7.643,80.1856,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalagaswewa,6.18333,80.86667,Sri Lanka,LK,Southern,,,,Hambantota
Siyambalagaswewa,8.0329,80.3348,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalagaswewa,8.3229,80.2983,Sri Lanka,LK,North Central,,,,Anuradhapura
Siyambalagaswewa,8.3139,80.3442,Sri Lanka,LK,North Central,,,,Anuradhapura
Siyambalagaswila,6.1682,81.0293,Sri Lanka,LK,Southern,,,,Hambantota
Siyambalagedara,7.71667,80.3,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalagoda,7.2793,80.5429,Sri Lanka,LK,Central,,,,Kandy
Siyambalagoda,7.2148,80.5609,Sri Lanka,LK,Central,,,,Kandy
Siyambalagoda,6.2278,80.9325,Sri Lanka,LK,Southern,,,,Hambantota
Siyambalagoda,6.06667,80.76667,Sri Lanka,LK,Southern,,,,Hambantota
Siyambalagoda East,6.2129,80.5378,Sri Lanka,LK,Southern,,,,Matara
Siyambalagoda West,6.2197,80.497,Sri Lanka,LK,Southern,,,,Matara
Siyambalagune,6.8043,81.1386,Sri Lanka,LK,Uva,,,,Moneragala
Siyambalakele,7.6371,80.2852,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalakote,6.2334,80.9132,Sri Lanka,LK,Southern,,,,Hambantota
Siyambalamure,6.2802,80.7001,Sri Lanka,LK,Southern,,,,Hambantota
Siyambalanduwa,6.9067,81.5461,Sri Lanka,LK,Uva,,,,Moneragala
Siyambalangamuwa,7.6734,80.4748,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalangamuwa,7.4,80.5,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalangomuwa,7.4568,80.4855,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalapaya,6.6802,79.9923,Sri Lanka,LK,Western,,,,Kalutara
Siyambalapitiya,7.28333,80.63333,Sri Lanka,LK,Central,,,,Kandy
Siyambalapitiya,7.2901,80.207,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalapitiya,7.2658,80.3448,Sri Lanka,LK,Sabaragamuwa,,,,Kegalle
Siyambalapitiya,7.2429,80.2913,Sri Lanka,LK,Sabaragamuwa,,,,Kegalle
Siyambalapitiya,7.23333,80.43333,Sri Lanka,LK,Sabaragamuwa,,,,Kegalle
Siyambalawa,8.0055,80.001,Sri Lanka,LK,North Western,,,,Puttalam
Siyambalawa,7.7,80.33333,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalawa,7.1948,80.4783,Sri Lanka,LK,Sabaragamuwa,,,,Kegalle
Siyambalawa,8.0324,79.8738,Sri Lanka,LK,North Western,,,,Puttalam
Siyambalawala,7.1,80.36667,Sri Lanka,LK,Sabaragamuwa,,,,Kegalle
Siyambalawala,7.0878,80.2505,Sri Lanka,LK,Sabaragamuwa,,,,Kegalle
Siyambalawalana,7.3429,80.105,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalawatte,7.924,80.0738,Sri Lanka,LK,North Western,,,,Puttalam
Siyambalawewa,7.9834,80.7182,Sri Lanka,LK,Central,,,,Matale
Siyambalawewa,7.83333,80.65,Sri Lanka,LK,Central,,,,Matale
Siyambalawewa,7.8,80.56667,Sri Lanka,LK,Central,,,,Matale
Siyambalawewa,7.8,80.43333,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalawewa,7.7,80.31667,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalawewa,7.6547,79.9822,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalawewa,7.5675,80.1498,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalawewa,8.4225,80.4556,Sri Lanka,LK,North Central,,,,Anuradhapura
Siyambalewa,8.26667,80.66667,Sri Lanka,LK,North Central,,,,Anuradhapura
Siyambalewa,8.26667,80.55,Sri Lanka,LK,North Central,,,,Anuradhapura
Siyambalewa,8.1265,80.4282,Sri Lanka,LK,North Central,,,,Anuradhapura
Siyambalewa,8.0169,80.4201,Sri Lanka,LK,North Central,,,,Anuradhapura
Siyambalewa,7.9474,80.5172,Sri Lanka,LK,North Central,,,,Anuradhapura
Siyambalewa,7.9,80.43333,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalewa,7.9,80.06667,Sri Lanka,LK,North Western,,,,Puttalam
Siyambalewa,7.8969,79.9367,Sri Lanka,LK,North Western,,,,Puttalam
Siyambalewa,7.8238,80.0163,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalewa,7.76667,80.2,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalewa,7.6472,80.0535,Sri Lanka,LK,North Western,,,,Kurunegala
Siyambalewa,8.42,80.4545,Sri Lanka,LK,North Central,,,,Anuradhapura
Siyambalewa,8.6585,80.6841,Sri Lanka,LK,North Central,,,,Anuradhapura
Siyapola,7.4836,80.1188,Sri Lanka,LK,North Western,,,,Kurunegala
Siyarapitiya,6.2846,80.6921,Sri Lanka,LK,Southern,,,,Hambantota
Siyurupitiya,7.3294,80.5095,Sri Lanka,LK,Central,,,,Kandy
Skanthapuram,9.33721,80.30179,Sri Lanka,LK,Northern,,,,Kilinochchi
Smna Iruppiddy,9.5928,79.8169,Sri Lanka,LK,Northern,,,,Jaffna
Sodurugama,7.9092,80.2433,Sri Lanka,LK,North Western,,,,Kurunegala
Sogamawatta,7.1209,80.6253,Sri Lanka,LK,Central,,,,Kandy
Sohonkalma,7.8936,79.9156,Sri Lanka,LK,North Western,,,,Puttalam
Sokampi,7.6804,81.5522,Sri Lanka,LK,Eastern,,,,Batticaloa
Solanwewa,8.1858,80.3028,Sri Lanka,LK,North Central,,,,Anuradhapura
Solayankulama,8.26667,80.53333,Sri Lanka,LK,North Central,,,,Anuradhapura
Sommerset,6.9308,80.724,Sri Lanka,LK,Central,,,,Nuwara Eliya
Sooriyagama,6.3939,80.0366,Sri Lanka,LK,Southern,,,,Galle
Sooriyagoda,6.4177,80.0001,Sri Lanka,LK,Southern,,,,Galle
Sooriyagodagama Wattegoda,7.0375,81.2229,Sri Lanka,LK,Uva,,,,Badulla
Soranathota,7.0331,81.0508,Sri Lanka,LK,Uva,,,,Badulla
Soranpattu,9.5806,80.366,Sri Lanka,LK,Northern,,,,Kilinochchi
Sorikalmunai,7.38333,81.8,Sri Lanka,LK,Eastern,,,,Ampara
Sorumunai,7.7286,81.6237,Sri Lanka,LK,Eastern,,,,Batticaloa
Sorumunai Number Two,7.7257,81.6226,Sri Lanka,LK,Eastern,,,,Batticaloa
Sothithelvu,9.5752,79.8414,Sri Lanka,LK,Northern,,,,Jaffna
Sottupitiyawadi,8.1318,79.7253,Sri Lanka,LK,North Western,,,,Puttalam
South Bar,8.96667,79.88333,Sri Lanka,LK,Northern,,,,
Springkell,6.943,80.6006,Sri Lanka,LK,Central,,,,Nuwara Eliya
Sramdanagama,6.133,80.4952,Sri Lanka,LK,Southern,,,,Matara
Sri Tissapura,8.9101,80.8482,Sri Lanka,LK,Eastern,,,,Trincomalee
Sripana,6.9102,81.3838,Sri Lanka,LK,Uva,,,,Moneragala
Staford Watta,7.0331,80.8959,Sri Lanka,LK,Central,,,,Nuwara Eliya
Subasingama,7.8,80.41667,Sri Lanka,LK,North Western,,,,Kurunegala
Sudagala,6.7928,80.3913,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Suddagoda,6.4267,80.0089,Sri Lanka,LK,Southern,,,,Galle
Suddapiddi,9.08333,80.06667,Sri Lanka,LK,Northern,,,,
Sudugala,7.2168,80.4443,Sri Lanka,LK,Sabaragamuwa,,,,Kegalle
Sudugala,6.3103,80.7661,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Suduhakurugama,7.6056,80.5962,Sri Lanka,LK,Central,,,,Matale
Suduhakurukanda,6.7153,80.6301,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Suduhakurukanda,6.7259,80.642,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Suduventapulavu,8.7189,80.4363,Sri Lanka,LK,Northern,,,,Vavuniya
Suduwaturaara,6.7791,81.3372,Sri Lanka,LK,Uva,,,,Moneragala
Suduwelipatha,6.2035,80.2275,Sri Lanka,LK,Southern,,,,Galle
Suduwetiya,6.1249,80.1166,Sri Lanka,LK,Southern,,,,Galle
Sulutanagoda,5.96667,80.5,Sri Lanka,LK,Southern,,,,Matara
Sumihirigama,6.134,80.6554,Sri Lanka,LK,Southern,,,,Hambantota
Sundaragama,7.7,80.2,Sri Lanka,LK,North Western,,,,Kurunegala
Sundaranayaga,5.98333,80.48333,Sri Lanka,LK,Southern,,,,Matara
Suneethagama,6.158,80.7479,Sri Lanka,LK,Southern,,,,Hambantota
Sungawila,8.06667,81.1,Sri Lanka,LK,North Central,,,,Polonnaruwa
Sunilagama,7.356,80.3325,Sri Lanka,LK,North Western,,,,Kurunegala
Sunkankerni,7.88333,81.53333,Sri Lanka,LK,Eastern,,,,Batticaloa
Sunkankuli,8.46667,81.3,Sri Lanka,LK,Eastern,,,,Trincomalee
Sunkankuli,8.28333,81.35,Sri Lanka,LK,Eastern,,,,Trincomalee
Surakkulama,7.7955,79.9482,Sri Lanka,LK,North Western,,,,Puttalam
Suravattai,9.7539,80.0336,Sri Lanka,LK,Northern,,,,Jaffna
Surigawila,6.6814,79.9423,Sri Lanka,LK,Western,,,,Kalutara
Suriwayal,7.9025,79.7996,Sri Lanka,LK,North Western,,,,Puttalam
Suriyadamana,8.43333,80.18333,Sri Lanka,LK,North Central,,,,Anuradhapura
Suriyagahapatana,7.0043,80.9012,Sri Lanka,LK,Central,,,,Nuwara Eliya
Suriyagoda,7.5842,80.2404,Sri Lanka,LK,North Western,,,,Kurunegala
Suriyagoda,7.2829,80.5764,Sri Lanka,LK,Central,,,,Kandy
Suriyakanda,6.4412,80.6343,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Suriyapokuna,6.2164,80.8469,Sri Lanka,LK,Southern,,,,Hambantota
Suriyatevarkaddaikkadu,8.85319,79.97944,Sri Lanka,LK,Northern,,,,Mannar
Suriyawewa,6.3211,80.9972,Sri Lanka,LK,Southern,,,,Hambantota
Surukkulama,8.33333,80.56667,Sri Lanka,LK,North Central,,,,Anuradhapura
Surukkulama,7.8024,79.9536,Sri Lanka,LK,North Western,,,,Puttalam
Suruvil,9.6459,79.8681,Sri Lanka,LK,Northern,,,,Jaffna
Suruwila,7.7079,79.8078,Sri Lanka,LK,North Western,,,,Puttalam
Suryanpiddi,9.7351,79.8629,Sri Lanka,LK,Northern,,,,Jaffna
Susirigama,6.5648,80.5679,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Suthumalai,9.7175,80.0055,Sri Lanka,LK,Northern,,,,Jaffna
Suvineethagama,7.009,81.0557,Sri Lanka,LK,Uva,,,,Badulla
Suwandelpotha,7.0527,80.7805,Sri Lanka,LK,Central,,,,Nuwara Eliya
Taddamalai,9.1231,80.6821,Sri Lanka,LK,Northern,,,,Mullaitivu
Taddamalai,9.1907,80.6247,Sri Lanka,LK,Northern,,,,Mullaitivu
Taddankulam,9.08333,80.36667,Sri Lanka,LK,Northern,,,,Mullaitivu
Tahalpitiya,7.345,80.5358,Sri Lanka,LK,Central,,,,Kandy
Taigahahinna,8.8073,80.9556,Sri Lanka,LK,Eastern,,,,Trincomalee
Tailagama,7.85,80.06667,Sri Lanka,LK,North Western,,,,Kurunegala
Taiyiddi,9.8,80.05,Sri Lanka,LK,Northern,,,,Jaffna
Talagahadiwela,6.06667,80.68333,Sri Lanka,LK,Southern,,,,Matara
Talagahalanda,6.8257,80.4071,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Talagahawatta,6.4467,80.6527,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Talagala North,6.7905,80.0355,Sri Lanka,LK,Western,,,,Kalutara
Talagala South,6.7759,80.037,Sri Lanka,LK,Western,,,,Kalutara
Talagalla,7.76667,80.31667,Sri Lanka,LK,North Western,,,,Kurunegala
Talagasgoda,6.1772,80.094,Sri Lanka,LK,Southern,,,,Galle
Talagaswewa,7.83333,80.15,Sri Lanka,LK,North Western,,,,Kurunegala
Talagasyaya,7.6094,80.6531,Sri Lanka,LK,Central,,,,Matale
Talagoda,7.68333,80.75,Sri Lanka,LK,Central,,,,Matale
Talagune,7.33333,80.88333,Sri Lanka,LK,Central,,,,Kandy
Talaguruhela,6.5672,81.5001,Sri Lanka,LK,Uva,,,,Moneragala
Talahagama East,6.1344,80.5308,Sri Lanka,LK,Southern,,,,Matara
Talahagamwaduwa,6.1405,80.7131,Sri Lanka,LK,Southern,,,,Hambantota
Talahena,7.6623,80.104,Sri Lanka,LK,North Western,,,,Kurunegala
Talahena,7.1624,79.8246,Sri Lanka,LK,Western,,,,
Talahengoda,7.4667,80.446,Sri Lanka,LK,North Western,,,,Kurunegala
Talahingoda,7.4871,80.4346,Sri Lanka,LK,North Western,,,,Kurunegala
Talahinna,7.5579,80.4383,Sri Lanka,LK,North Western,,,,Kurunegala
Talahitimulla,7.427,80.0026,Sri Lanka,LK,North Western,,,,Kurunegala
Talahitiya,6.5951,80.0485,Sri Lanka,LK,Western,,,,Kalutara
Talahitiyawa,6.0462,80.2943,Sri Lanka,LK,Southern,,,,Galle
Talaiady,9.6283,80.4004,Sri Lanka,LK,Northern,,,,Jaffna
Talaimannar,9.1,79.71667,Sri Lanka,LK,Northern,,,,Mannar
Talaimannar,9.08333,79.73333,Sri Lanka,LK,Northern,,,,Mannar
Talakada,7.1965,80.7446,Sri Lanka,LK,Central,,,,Kandy
Talakiriyagma,7.82056,80.61722,Sri Lanka,LK,Central,,,,Matale
Talakiriyawa,7.6755,80.5797,Sri Lanka,LK,Central,,,,Matale
Talakolahena,7.78333,80.1,Sri Lanka,LK,North Western,,,,Kurunegala
Talakolahena,7.541,80.5311,Sri Lanka,LK,North Western,,,,Kurunegala
